X,Y,OBJECTID,PERMANENT_IDENTIFIER,SOURCE_FEATUREID,SOURCE_DATASETID,SOURCE_DATADESC,SOURCE_ORIGINATOR,DATA_SECURITY,DISTRIBUTION_POLICY,LOADDATE,FTYPE,FCODE,NAME,ISLANDMARK,POINTLOCATIONTYPE,ADMINTYPE,ADDRESSBUILDINGNAME,ADDRESS,CITY,STATE,ZIPCODE,GNIS_ID,FOOT_ID,COMPLEX_ID,GLOBALID
-8759112.685,4476784.232,30728,{DD7FA821-E0F1-455D-BDF8-477CF982EF3F},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Pamplin Volunteer Fire Department and Emergency Medical Services,2,1,,,2394 US Highway 460 Business Route,Pamplin,VA,23958,2086342,,,{31CDC502-8E89-4144-9D64-8FA6C5CEC42E}
-8728064.117,4481617.607,30729,{50B17789-689A-45D2-A58C-9B43944DAA1B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Farmville Volunteer Fire Department,2,1,,,1000 West 3rd Street,Farmville,VA,23901,2086054,,,{2B1EA1C5-1F03-4D70-87DD-B32AE8FFDEA1}
-8985045.176,4434823.902,30730,{361FFDBE-82B8-4D3B-B598-DED7B9FC6CD9},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/05/17 08:12:33+00,740,74026,Hiwassee Volunteer Fire Department,2,1,,,2273 Julia Simpkins Road,Hiwassee,VA,24347,2721203,,,{30BCE9CD-8337-479C-8199-0591DB9B55A0}
-8883422.475,4528786.932,30731,{5290428E-DD3C-4C84-AC69-B4A52C22A137},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Eagle Rock Volunteer Fire and Rescue Company 5,2,1,,,14762 Church Street,Eagle Rock,VA,24085,2075553,,,{951EC74C-531C-4F6B-956E-D794A3B7E0D4}
-9243965.836,4387348.883,30732,{2974D951-9D70-400D-B966-06417CC5F5B7},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Blackwater Volunteer Fire Company,2,1,,,1001 Doctor Andrew Jackson Osborne Highway,Blackwater,VA,24221,2086169,,,{3C2B7747-562D-44F5-AF67-19F55A31FBAD}
-8781680.354,4589221.383,30733,{79D8AE36-D123-478D-AEF1-A950E6C38F44},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Waynesboro Fire Department,2,1,,,300 West Broad Street,Waynesboro,VA,22980,2075619,,,{0002B732-2C26-4028-B59A-50A35E5D9A98}
-9144930.544,4431282.058,30734,{711FB455-4310-4BAE-92BC-C20AF6E873C1},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Cleveland Volunteer Fire Department,2,1,,,88 4th Street,Cleveland,VA,24225,2085966,,,{8B031075-4DDB-4E8F-8AC6-E2234EBA1568}
-8962452.673,4383378.145,30735,{50E492CB-FA8F-4F79-BD75-CCD5A3FE2A2D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Ararat Volunteer Fire Department Station A Headquarters,2,1,,,5082 Ararat Highway,Ararat,VA,24053,2086070,,,{0FB51408-A889-4CCA-BDDF-4D86B746F4B0}
-8746292.737,4386290.575,30736,{A28589AE-E152-4007-9044-A4C059DD0E35},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Clarksville Volunteer Fire Department,2,1,,,1008 Virginia Avenue,Clarksville,VA,23927,2086161,,,{B9A1B106-B769-41B7-94B2-DC7CE7E4CED0}
-8899742.345,4473534.813,30745,{7BDD39B6-B28F-4874-8BFE-4C5BDE79F021},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2016/08/12 13:19:58+00,740,74026,Roanoke Fire - EMS Station 8,2,1,, ,2328 Crystal Spring Avenue Southwest,Roanoke,VA,24014,1707060,,,{D51D7220-9456-48C5-A4F5-9DBD1D2D7FB0}
-8885739.628,4553514.987,30746,{CBC203DA-81CF-48C3-9906-D17733433DB0},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Clifton Forge Fire Department,2,1,,,701 Church Street,Clifton Forge,VA,24422,2075649,,,{915BB175-DAC0-4DA8-9AFD-09FFB924909C}
-8847541.258,4388786.295,30747,{1F215BF7-97ED-4788-A22C-85015F6BEA93},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Mount Cross Volunteer Fire Department,2,1,,,4812 Mount Cross Road,Danville,VA,24540,2075239,,,{785897E8-BF70-48C7-B3E6-53CD41DB3823}
-8905049.955,4549642.389,30748,{B3F8DC25-ABDD-4780-B2F5-01A5914C328A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Covington Volunteer Fire Department and Rescue Squad Station 1,2,4,,,435 West Hawthorne Street,Covington,VA,24426,2075651,,,{6EAC37CB-E072-4B65-B0ED-43C6AB027F0D}
-8986665.285,4406015.735,30749,{EB1181DB-5F9D-4A35-B6C0-8D20446E91C0},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Hillsville Volunteer Fire Department,2,1,,,115 Fulcher Street,Hillsville,VA,24343,2086377,,,{163898E8-71C9-41AA-BCD1-EFB85923D5E8}
-8834386.999,4513885.74,30750,{B8545530-EAFA-4492-90EC-C6034CD4F35A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Big Island Volunteer Fire Department,2,1,,,10770 Lee Jackson Highway,Big Island,VA,24526,2075579,,,{A6C96292-9654-43D1-910B-F89A1CD29E27}
-8693839.766,4506531.091,30751,{498CC898-221A-48E5-9701-B51CA861B8F7},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Powhatan County Fire Department Company 3 - Macon District Volunteer Fire Department,2,1,,,6377 Old Buckingham Road,Powhatan,VA,23139,2086089,,,{04EDC933-751F-4E32-B5DA-174233007D4A}
-8689142.42,4542760.344,30752,{F101BDB5-8991-4B3E-A11C-E65FD558B103},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Goochland County Volunteer Fire and Rescue Company 4 Fife,2,1,,,2397 Hadensville - Fife Road,Goochland,VA,23063,2086248,,,{340E089C-288C-4FDE-BF18-7FE5034A8A90}
-8783545.895,4607932.653,30753,{9F624592-FF48-48FB-8B71-F80B2A1AACDF},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,New Hope Volunteer Fire Department Company 18,2,4,,,691 Battlefield Road,Fort Defiance,VA,24437,2075614,,,{56D5AF5A-FF0A-467E-8368-575A51FBF9A5}
-8892948.138,4593201.764,30760,{0F892982-69A4-471D-AD91-4A0EF4EAB74D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Mountain Grove Volunteer Fire Department,2,4,,,State Highway 39,Warm Springs,VA,24484,2721188,,,{D7CE3D43-0C4A-4495-8A76-1571BDA9609C}
-9126713.775,4474687.336,30761,{3EB4B45E-3B96-4860-B5D7-9DB4BD032122},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Patterson Volunteer Fire Department - Patterson Rescue Squad,2,1,,,1108 Patterson Road,Oakwood,VA,24631,2086350,,,{C4707601-9805-400C-A75C-4E261A367079}
-8847309.238,4379622.3,30762,{57B36F06-1A90-4222-9FB8-908AABBEA404},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Riverbend Volunteer Fire Department,2,1,,,1535 Ferry Road,Danville,VA,24541,2075244,,,{6C2D1550-8BF6-43D8-954A-A99D6FF098D2}
-9053573.076,4442667.555,30763,{A5F182EC-31DB-44E6-8E5C-0CD73667BD2A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Ceres Volunteer Fire Department,2,1,,,5640 West Blue Grass Trail,Ceres,VA,24318,2075543,,,{19841AA5-9B9A-46B7-8CC4-8A12B40647A5}
-9128967.216,4496148.182,30764,{E964DB34-07B7-41DA-90EC-3573945D651C},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Knox Creek Volunteer Fire Department,2,4,,,8608 Hurley Road,Hurley,VA,24620,2721125,,,{0F972994-3391-4AD2-830B-8D6D00C46493}
-8773648.764,4487944.075,30765,{4CEAE183-689B-4FCF-BA22-3213FE318047},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Appomattox Volunteer Fire Department,2,1,,,719 Confederate Boulevard,Appomattox,VA,24522,2086343,,,{F83A3BAF-154B-47F2-86D3-39DBC0889DC8}
-8827532.93,4452101.704,30766,{09877067-0939-46C5-B353-21855531C53B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Hurt Volunteer Fire Department,2,1,,,203 School Road,Hurt,VA,24563,2075272,,,{AFB4286B-2A7C-45B9-9FDD-8056E04870F1}
-8687972.222,4517767.655,30767,{65C690D6-B3A2-45A5-8A28-E89CD261DAC6},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Powhatan County Fire Department Company 5 - Deep Creek Volunteer Fire,2,1,,,5631 Anderson Highway,Powhatan,VA,23139,2086091,,,{B7A19549-1D93-433F-8868-F3E5C01AC7DE}
-8694831.575,4666217.58,30768,{8FE7099B-B90A-410F-A983-3AA0813E83E3},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Castleton Community Volunteer Fire Company,2,1,,,593 Castleton View Road,Castleton,VA,22716,2331766,,,{CB61CC11-DFFE-4CAC-BFDB-13EFD81510D2}
-8724236.32,4490747.177,30771,{62347BCF-4939-4692-8CD6-785E5D40BF9E},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Randolph District Volunteer Fire Department,2,1,,,2145 Cumberland Road,Farmville,VA,23901,2075466,,,{E3D2283A-B493-4C96-84E8-CC8B9D4E0779}
-8703638.774,4599096.963,30772,{92AE63B5-B728-436F-BE3F-D0F436DC2FB9},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Gordonsville Volunteer Fire Company 24,2,1,,,301 East Baker Street,Gordonsville,VA,22942,2075305,,,{1B91C5C6-81FD-4640-ADDB-595183D9F774}
-9179172.616,4460096.04,30773,{2C2242F1-9FBB-43E4-9A42-AA7511D09647},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Clintwood Volunteer Fire Department Station 1,2,4,,,206 Volunteer Avenue,Clintwood,VA,24228,2086309,,,{06917448-C6F1-4D2B-8F9A-14CE93F27B15}
-8779048.842,4425387.067,30774,{F4993C23-D13B-4A80-959C-7544CF52E182},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Triangle Volunteer Fire Department,2,1,,,1051 Mortons Ferry Road,Nathalie,VA,24577,2075370,,,{C1420175-FED3-4294-8050-E75C867ACB81}
-8816437.919,4394682.185,30775,{8E4C20EB-607D-4780-8BA4-B7262B4CDA93},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Laurel Grove Volunteer Fire and Rescue,2,1,,,1341 Laurel Grove Road,Sutherlin,VA,24594,2075238,,,{9AC1097C-3C97-453B-9BF3-3FA26C0A311E}
-8959121.059,4419719.426,30776,{CD61309C-5D70-4D12-95F3-1D0E1A706B7D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Floyd County Volunteer Fire Department 2,2,1,,,187 Firehouse Road Northwest,Willis,VA,24380,2721090,,,{D0D72079-01B9-45A8-8B63-0A555729D59B}
-9001775.113,4490733.91,30777,{85919615-0111-42EB-997A-1C03E165CF2F},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Glen Lyn Volunteer Fire Department,2,1,,,300 East River Mountain Road,Glen Lyn,VA,24093,2721030,,,{6D39ADD7-1953-4E62-8446-1E1F1960BE53}
-8966205.799,4426314.678,30778,{5D78442B-6911-48DB-B9A6-E54222FC6E55},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Floyd County Volunteer Fire Department 4,2,1,,,4460 Indian Valley Road Northwest,Indian Valley,VA,24105,2086319,,,{0597763A-BC02-4A01-AFE4-79B326A18E4D}
-8915866.711,4535442.445,30779,{3C851A37-665C-4FA3-AF23-80B24A077924},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Boiling Springs Volunteer Fire Department and Rescue Squad Station 1,2,1,,,5407 Potts Creek Road,Covington,VA,24426,2075648,,,{9B955128-5131-4E40-9ACA-810513B2ACEA}
-9162294.85,4423864.164,30780,{A0AEFDEF-C5EA-49F9-8919-B5209E1E7F72},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Castlewood Fire and Rescue Main Station,2,1,,,103 Donnie Dean Drive,Castlewood,VA,24224,2085960,,,{6CA45244-6FA8-4823-8504-AB81D6DFE361}
-9251465.79,4395888.15,30783,{88C9FDDE-17DB-4A6B-B501-D5CD0A52116A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Jonesville Volunteer Fire Department,2,1,,,33831 Wilderness Road,Jonesville,VA,24263,2086173,,,{001D8988-6842-4C49-8AEC-5175A521603C}
-9113591.076,4473139.154,30784,{91EC288B-7AFA-48B7-BD1B-1A5BAB10F163},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Whitewood Volunteer Fire Department,2,4,,,1186 Wimmer Gap Road,Whitewood,VA,24657,2086351,,,{F82EFF5C-7629-42F4-973A-C0AEF43E0EA1}
-8970310.16,4382677.989,30785,{4D8B7971-1CD8-4A8E-8C59-D7A15F5C843B},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Ararat Volunteer Fire Department Station B,2,4,,,150 Hollow Road,Ararat,VA,24053,2721181,,,{E92FACC7-5F8A-4D24-8433-944451E2C970}
-8900703.338,4455801.479,30786,{2C3D52E7-B60A-4116-8E7A-FEA0010725F8},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Boones Mill Volunteer Fire Department Company 7,2,1,,,25355 Virgil Hamlin Goode Highway,Boones Mill,VA,24065,2086295,,,{F03890D6-0F36-4746-B10C-1564FFBD2029}
-9180701.582,4414968.119,30787,{83225B83-7C4D-482F-9970-6E1ADFE2FFCB},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Dungannon Volunteer Fire Department,2,1,,,18933 Veterans Memorial Highway,Dungannon,VA,24245,2085981,,,{B5AC1A3B-A923-4412-9D3F-4F66D25A5BC8}
-8913981.362,4491049.852,30788,{8AB17463-28A7-49D1-9F65-965A5B26B83E},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Roanoke County Fire and Rescue Station 10 - Mason Cove Fire Company,2,1,,,3810 Bradshaw Road,Salem,VA,24153,2085991,,,{23507A4A-FFB4-4A1B-A7C7-4B670C89DAE2}
-8696480.775,4493971.677,30792,{ED3D2BB5-E6B2-4C9E-A6CF-EB47A0B7670D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Amelia County Volunteer Fire Department Company 5 Paineville,2,1,,,12151 Fowlkes Bridge Road,Jetersville,VA,23002,2331896,,,{4FE93785-4268-4673-9A68-0A13CE26D987}
-8934493.643,4518636.356,30793,{D555C876-0CFA-4777-9936-83996EE2CF3D},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Paint Bank Volunteer Fire Department and Rescue Squad,2,1,,,15998 Paint Bank Road,Paint Bank,VA,24131,2086303,,,{B9E17740-68DB-420A-AF2C-DDE67F569263}
-8736398.698,4586595.74,30794,{B52D21D7-9C74-4EB4-A843-BD19EC5B4B3A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Charlottesville Fire Department Station 1,2,1,,,345 US Highway 250 Bypass,Charlottesville,VA,22902,1690423,,,{B1E40C93-07FA-4D68-98C5-B7F1BA19E7DF}
-8818150.299,4501475.54,30795,{0829CD60-0330-4B26-BBF8-67D8BB67C0B8},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Lynchburg Fire Department Station 5 Boonsboro Road,2,1,,,4800 Boonsboro Road,Lynchburg,VA,24503,1760474,,,{6E2543F9-C71E-4895-BF3F-CC75AD68CFF3}
-9156324.161,4415808.918,30796,{F6C1BC23-3708-4873-823E-D1D3444D4AB9},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Copper Creek - Moccasin Volunteer Fire Department Station 1,2,1,,,8195 State Highway 71 South,Castlewood,VA,24224,2085962,,,{D48709F0-D76A-406B-81DA-2D10602ABEC6}
-8811937.154,4495377.457,30797,{D43FC8C1-B6BB-48D8-A671-87649C33BD40},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Lynchburg Fire Department Station 6 Miller Park,2,1,,,2084 Fort Avenue,Lynchburg,VA,24501,1760475,,,{83944AA7-F2F1-4CB3-BEF8-29ADE6F4DEAC}
-8908440.432,4418054.928,30798,{6AD9F650-7BAE-44D3-AC2C-79F35E3966E1},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Henry Volunteer Fire Department Company 14,2,1,,,5241 Henry Road,Henry,VA,24102,2086264,,,{A9EBC1AC-60BC-46CB-97BD-9A6A3221B386}
-8917469.083,4508854.534,30799,{C788C0EC-CE37-4199-9E11-2115DA9B0D5A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,New Castle Volunteer Fire Department,2,1,,,443 Conrad Street,New Castle,VA,24127,2086305,,,{06BE8D9B-0862-49CA-856B-55B9EFC98115}
-9078019.184,4449913.252,30800,{37EF0452-E313-4F20-AD89-68E9AF108A83},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Thompson Valley Volunteer Fire Department and Rescue Squad,2,1,,,8905 Thompson Valley Road,Tazewell,VA,24651,2085872,,,{D4BBF047-EB6C-4F45-BEFD-FF4D4D7B53EA}
-8749966.015,4438186.88,30801,{3F2642D1-CB7C-45C3-8B89-EEB4C447082C},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Drakes Branch Volunteer Fire Department,2,1,,,4818 Main Street,Drakes Branch,VA,23937,2086334,,,{23E84853-F70F-4F2F-8529-93B079565950}
-9141370.268,4478729.461,30809,{4606CDD9-6037-4059-AFAD-7DC121883A2F},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Grundy Volunteer Fire Department,2,1,,,23824 Riverside Drive,Grundy,VA,24614,2721032,,,{529A01BA-8CB5-46AB-BE04-335D0E416F46}
-9091730.069,4441843.505,30810,{9304AF56-7638-4281-AA49-6F07EE5EF6E7},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Cove Volunteer Fire Department,2,4,,,1810 Maiden Springs Road,Tazewell,VA,24651,2721195,,,{B5E64B0F-0236-4B5E-A2EC-612B2A6BE1CA}
-8682268.87,4557023.939,30811,{E1AD2011-0BCD-4E5D-8228-04972FF8797A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/09/04 09:20:43+00,740,74026,Goochland County Volunteer Fire and Rescue Company 6 Hadensville,2,1,,,4746 Broad Street Road,Gum Spring,VA,23065,2086250,,,{DDE14B1D-0B29-4627-869B-4CB15DEABD39}
-8823335.028,4502118.895,30812,{698DE76E-75B8-49F2-A759-751481E390FA},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Boonsboro Volunteer Fire and Rescue Company 3,2,1,,,1065 Lee Jackson Highway,Lynchburg,VA,24503,2075581,,,{2DE077F2-29CD-4766-972A-D4046C01F33D}
-8756659.857,4636380.633,30813,{E424BCDB-563F-4ECA-B449-0067E6FF1B1A},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Elkton Volunteer Fire Company,2,1,,,14171 Spotswood Trail,Elkton,VA,22827,2086018,,,{7AA9CC5C-0EDF-4DC0-9806-AA8D75484E1D}
-8828061.78,4381423.899,30814,{479605EC-F069-4169-93DC-6A318BF9A62C},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Ringgold Volunteer Fire and Rescue,2,1,,,3880 Tom Fork Road,Ringgold,VA,24586,2075243,,,{89D86C36-C313-4FB6-A6C8-45E07B016359}
-9146391.49,4471141.698,30815,{AC186338-3565-47C5-90CB-CB72F9900360},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Russell Prater Fire Department - Rescue Squad,2,1,,,1026 Kill Deer Lane,Vansant,VA,24614,2721082,,,{B6F33920-72B8-4D2A-B3A4-A7CF63023374}
-8904757.729,4550726.304,30816,{44177BC5-1A38-4C95-BB0C-3B424977AD50},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,MeadWestvaco Fire Department,2,4,,,104 East Riverside Street,Covington,VA,24426,2075674,,,{E14811B9-CDFC-461E-8D6B-799F2A4DCA65}
-8873545.681,4391847.42,30817,{F879E949-4FEA-4EC9-A901-EA078E7CE5C9},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Axton Volunteer Fire Department,2,1,,,55 Mountain Valley Road,Axton,VA,24054,2075261,,,{465A35B4-BF62-495D-B9DD-BB6DF6F0CED0}
-9011994.827,4465193.79,30818,{A426704B-8616-406B-A8FA-DB2F9C7FA9A7},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Hollybrook - Mechanicsburg Volunteer Fire Department,2,1,,,3882 Wilderness Road,Bland,VA,24315,2075545,,,{0DF612F6-7ACE-4F45-A6C3-BB70C8FF155B}
-8712093.237,4561800.152,30819,{463FC645-ACFB-43E8-84F4-AF31BE30BB54},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Palmyra Volunteer Fire Department,2,1,,,14567 James Madison Highway,Palmyra,VA,22963,2075406,,,{FFB71EDC-5D19-4004-B217-FBA20EBE9179}
-8736761.879,4444499.109,30820,{886B63FF-FECE-44C3-B1A8-C78FEA9643ED},,{CC44F99C-6658-4584-B606-926E498D5C82},TNMC VWE DB Build - Vol Update,U.S. Geological Survey,5,E4,2015/04/08 09:07:32+00,740,74026,Keysville Volunteer Fire Department,2,1,,,500 Osborne Street,Keysville,VA,23947,2086298,,,{6A7EE92A-8B32-44CE-8C10-318A0EBCF87B}
